빅 히스토리,138억 년의 우주 역사 탐구,호모사피엔스의 출현과 진화,문턱(threshold)을 통한 역사적 전환,다양한 학문 융합의 중요성,인류 문명과 혁신의 기원 분석
영어는 아는 단어로,영어 이해의 원리  ,문형 응용 학습  ,문법 비중 축소  ,암기 없는 영어 공부  ,초보자를 위한 영어 가이드
오늘 하지 않아도 되는 걱정은 오늘 하지 않습니다,'자기 사랑'의 중요성  ,긍정적인 삶의 철학  ,실패에서 배우는 도전  ,'데니스 홍'의 응원 메시지  ,현대인의 마음 지키기
우리 몸 연대기,진화적 관점에서의 건강 문제,비감염성 만성질환의 원인 탐구,인류의 역사와 몸의 공진화,역진화 메커니즘과 현대 사회,진화의학을 통한 질병 예방과 관리
마약 중독과 전쟁의 시대,제2차 세계 대전의 마약 영향,나치 독일의 마약 사용 역사,히틀러의 마약 중독과 의존 관계,마약과 전쟁의 위험한 거래,마약 퇴치 운동과 위선
물어보기 부끄러워 묻지 못한 금융상식,금융 세계의 이해,어른의 경제적 무지,돈에 대한 기본 상식,금융 생활의 필요성,'물어보기 부끄러워'하는 사람들
부는 어디서 오는가,부의 법칙 탐구,실용적인 부의 원리,긍정적 사고와 행동,부를 끌어당기는 17가지 원칙,창조적 가치 제공
아멜리아와 네 개의 보석,송아름의 죽음 진실  ,마법 학교 아멜리아  ,네 개의 보석의 능력  ,흑마법과 음모  ,우정과 모험의 여정
불안의 밤에 고하는 말,현대인의 불안 해소 방법  ,사회적 갈등과 개인의 고충  ,"역사학, 심리학, 경제학의 통찰  ",실체 없는 욕망에 대한 경계  ,내면으로 돌아가는 삶의 진보
시간 관리 7가지 법칙,시간 관리의 중요성  ,성공적인 인생을 위한 목표 설정  ,개인화된 시간 관리 방법  ,일과 휴식의 균형  ,효율적인 시간 활용법  
"아들아 명심하거라, 잘 사는 데 필요한 건 따로 있다",아빠의 부자 수업,돈과 행복의 비밀,미래 세대에 전하는 부모의 사랑,자동화 수익 모델 구축,진정한 행복을 위한 경제적 독립
예민함이 너의 무기다,'예민한 노력가'의 성공 전략  ,감정 관리 및 자기 이해  ,직장 생활에서의 스트레스 해소  ,긍정적 습관 형성 방법  ,개인 목표 설정 및 달성 방법
"우리의 기원, 단일하든 다채롭든",'한민족의 기원' 이야기  ,고고학적 접근을 통한 역사 탐구  ,"문화와 역사, 지리 환경의 결합  ",'단일민족 신화'에 대한 대안 제시  ,유라시아와의 교류를 통한 정체성 찾기
최소한의 IT 언어,비전공자를 위한 IT 기초 지식,'마이애폴리' 앱 개발 스토리,웹/모바일 애플리케이션의 생애주기,현대인의 디지털 문해력 향상,최신 IT 트렌드 및 기술 동향
돈을 부르는 100가지 생각,'부와 성공을 부르는 사고 전환 기술','100일의 기적과 긍정적 사고방식','돈을 부르는 100가지 질문과 체크시트','생각의 차이가 만드는 수입 변화','MZ 세대의 청년 성공 멘토링'
블랙홀에서 살아남는 법,블랙홀 탐험과 경험,천체물리학의 시각화,감각할 수 없는 우주의 이해,젊은 여성 과학자의 여정,상상력을 자극하는 우주 체험
히든 히어로스,반도체 산업의 역사와 발전 과정  ,'임형규'의 메모리반도체 도전 이야기  ,기술 인재 공급의 중요성  ,한국 반도체의 미래 전략과 도전 과제  ,'D램'과 '낸드플래시' 개발 및 사업화 과정
걸을 때마다 조금씩 내가 된다,아스퍼거 증후군에 대한 자기 수용,걷기를 통한 인생 이해와 회복,고통 속에서의 자기 발견과 성장,삶의 혼란과 인간관계의 어려움,'서른아홉'의 위기와 정체성 탐색
반드시 다가올 미래,기후 변화 필수 상식  ,지구온난화의 영향  ,환경을 생각하는 마음  ,기후 재앙 대비하기  ,인간과 지구의 공존
번역의 말들,'번역가의 자부심'  ,'인공지능과 번역 직업'  ,'언어기술자의 일상'  ,'번역의 개성과 가치'  ,'세계 번역의 날'
수학을 잘하고 싶어졌습니다,자기 주도력 키우기,행복한 아이로 성장시키기,수학적 사고방식 개발,부모의 역할과 책임,실천 가능한 수학 공부법
앤서니 기든스,'앤서니 기든스'의 사회 이론,구조와 행위자 간의 이론적 긴장,유토피안 현실주의의 통합,성찰적 현대화 모델,공공 지식인으로서의 역할
인버스,'타인의 불행'에 대한 투자,위험한 금융 거래의 갈등,주식과 해외선물 투자 경험,꿈과 현실의 괴리,욕망을 향한 치열한 질주
짐승일기,여성의 몸과 질병에 대한 탐구  ,글쓰기와 자기 표현의 고백  ,존재의 조건과 언어의 재구성  ,소수자성 및 정체성의 탐색  ,고통과 회복의 유머적 접근  
개발자 원칙,테크 리더의 성장 원칙,개발자로서의 경로 탐색,소프트웨어 디자인 및 원칙,프로덕트 중심 성장 전략,이직과 성장 환경 필요성
그리움이 나를 밀고 간다,유년과 고향에 대한 추억  ,여행과 방랑에 대한 동경  ,자연과 예술에 대한 사색  ,삶과 사람에 대한 애정  ,정신과 향수에 대한 고뇌  
김진명의 한국사 X파일,살아 있는 한국사 탐구,역사적 진실과 취재,한국사 7대 미스터리,현대사의 주요 쟁점,'김진명'의 역사 소설
달밤 숲속의 올빼미,고이케 마리코의 회고,후지타 요시나가의 투병과 죽음,상실의 슬픔과 고독,기억과 현실의 경계,계절의 변화와 자연 속 추억
당신의 뇌는 변화가 필요합니다,뇌 변화의 실천 방법,습관 형성과 감정 조절,생산성을 높이는 뇌 최적화,관계 개선을 위한 신경과학적 접근,'성장형 사고방식'으로 성격 변화
도쿄 리테일 트렌드,오프라인 공간의 경험 가치,도쿄 리테일 혁신 사례,고객 중심의 매장 설계,비대면 경제 속 변화,새로운 비즈니스 기회 발견
삶을 견디는 기쁨,고통과 행복의 상관관계  ,헤르만 헤세의 예술적 성찰  ,삶을 긍정하는 실존의 경이로움  ,개인적 경험과 창작의 통합  ,조건 없는 행복의 탐구  
상대적이며 절대적인 고양이 백과사전,고양이의 역사와 생태,중세 시대의 고양이에 대한 오해,인간과 고양이의 유대 관계,고양이의 신비로운 능력,'피타고라스'의 고양이 탐구
우리는 천천히 오래오래,현대 여성의 사랑 실험,근대와 현대 여성 작가의 만남,가부장제에 대한 분노와 공포,서로를 향한 서서히 사로잡히는 사랑,일상 속에서 반짝 빛나는 순간
타인의 마음,타인 심리 이해하기  ,인간관계 갈등 해결법  ,상대방의 마음 읽기  ,진정한 소통의 중요성  ,자기 성찰과 관계 개선
한국 근현대미술의 미의식에 대하여,한국 근현대미술의 미의식,20세기 한국 예술의 아름다움,우리 민족의 미에 대한 정서적 핵심,다양한 작가의 미의식 표현,한국미술의 미래 방향성
꿈은 모르겠고 돈이나 잘 벌고 싶어,경제적 자유를 위한 부업 전략  ,다양한 부업 포트폴리오 만들기  ,프로 N잡러의 성공 공식  ,시행착오를 통한 성장 이야기  ,"월 1,000만 원 수익 목표"
마음을 훔치는 대화법: 이론편,말하기의 이론과 특성  ,대화 기술 훈련 방법  ,말하기 유형 분석과 개선  ,자연스러운 대화 이끌기  ,상대의 마음을 여는 질문과 칭찬
빌둥,교양의 힘과 삶의 가치  ,고대 그리스와 현대 예술의 연결  ,인생의 허무와 공허함 탐구  ,상상력의 부족과 도덕성 결여 문제  ,'빌둥(BILDUNG)'의 의미와 지혜 찾기
영단어 인문학,영단어와 영미문화의 관계,영어 학습의 새로운 접근법,단어를 통한 문화적 이해,역사적 맥락 속 영어의 의미,영어로 사고하는 방법
우리가 외로움이라고 부르는 것에 대하여,외로움의 역사적 변화,산업화와 고립의 관계,유명인과 문학 속 외로움,긍정적 외로움의 역할,21세기 사회적 외로움 문제
난독의 시대,후천성 독서 장애 해결 프로그램  ,디지털 기기에 의한 문해력 붕괴  ,정독과 정속독의 중요성  ,'워드플레이어'를 통한 난독 치료  ,교육 현장의 독서 능력 향상
돌봄과 작업,다양한 양육 방식의 탐구,모성에 대한 사회적 요구의 모순,돌봄과 작업의 복잡한 관계,여성들의 정직한 이야기 공유,개인의 욕망과 선택의 성찰
미스터 마켓 2023,부의 재분배와 투자 기회  ,침체 극복을 위한 투자 전략  ,2023년 주식시장 전망과 분석  ,전문가들의 투자 마인드와 기준점  ,위기를 기회로 만드는 산업 및 섹터
사람을 얻는 지혜,'인간 본성'에 대한 깊은 통찰,'궁중 암투' 속에서의 현실적 지혜,17세기 스페인 귀족 사회의 속임수와 음모,'마키아벨리'와 '니체'의 철학적 영향,'300개의 실용적인 교훈'으로서의 인생 지침
아바타의 세계: 시각적 탐사,아바타 시리즈 완벽 가이드,판도라의 신비로운 세계,제임스 카메론의 SF 비전,영화 속 경이로운 장면들,‘나비’ 부족과 RDA의 갈등
토론의 힘 생각의 격,시사 이슈의 찬반 토론  ,다양한 가치의 충돌과 합의점  ,'허원순' 기자의 논리적 사고 훈련  ,경제·사회 갈등 해결 방법  ,고등학생 및 대학생을 위한 실용서
피아노 치는 할머니가 될래,나이 들어 배우는 피아노의 즐거움  ,삶의 후반전에서의 열정  ,어린 시절의 피아노 기억  ,음악에 대한 풋풋한 사랑  ,'이나가키 에미코'의 자아 발견
한경아르떼 합스부르크 600년 매혹의 걸작들 100배 즐기기,'합스부르크' 가문의 역사와 문화,전시 작품의 비하인드 스토리,오스트리아 문화와 예술의 주요 명소,컬렉터 7인의 숨은 이야기,국립중앙박물관 특별전 관람 가이드
100세 철학자의 행복론,103세 철학자의 행복 철학,고통과 슬픔 속의 행복 찾기,사랑과 감사의 소중한 가치,긍정적 사고와 희망의 삶,인간관계에서 빛나는 행복
교도소 대학,재소자를 위한 인문학 교육의 가치  ,바드교도소사업단의 교정 프로그램  ,교도소 내 교육과 사회 재통합  ,'피터 베이'의 변화에 대한 희망  ,인문학적 통찰을 통한 자기 성찰
무당을 만나러 갑니다,무당의 일상과 노동,다양한 세대와 젠더의 무당,사회적 고통에 대한 공감,새로운 굿의 발명,예술과 무속의 융합
신입사원 비법서,신입사원 기본 능력 강화,직장 생활 적응 전략,'일'의 의미 이해하기,효과적인 '글' 작성 및 '말' 전달,3년 근속을 위한 실용적 팁
어른이 되어보니 보이는 것들,성숙한 어른으로서의 삶,일과 관계에서의 지혜,자아실현과 행복 추구,나이듦에 대한 통찰,과거를 통한 현재의 가치
자살가게,자살을 판매하는 상점의 비극,'알랑'의 행복 바이러스와 가족의 변화,블랙코미디를 통한 삶과 죽음의 성찰,'튀바슈' 가문의 불행과 희망의 갈등,삶의 의미와 유머를 찾는 여정
자살에 관한 모든 것,자살에 대한 방대한 연구,자살의 다양한 방법과 이유,'마릴린 먼로'의 의문스러운 자살,자살 예방 대책과 법률,자살자의 생생한 이야기와 경험
조셉 머피 영적 성장의 비밀,잠재의식을 활용한 성공 방법,믿음과 기도의 힘,영성 개발을 위한 기도법,자기계발의 고전,조셉 머피의 영적 통찰
철학이 삶을 위로할 때,'철학'으로 마음의 평온 찾기  ,고대 철학자들의 치유적 통찰  ,불안과 분노를 다스리는 방법  ,타인 이해를 위한 철학적 접근  ,세상과 화해하기 위한 철학적 관점
테레즈 데케루,남편 독살 시도,내면의 범죄 본능,고립된 여성의 비극,감정의 긴장감,결혼과 사회의 금기
불안한 마음을 안아 주는 심리학,내적 불안의 이해,불안의 원인과 해결,감정 인식과 치유,스트레스와 일상 문제,'불안'의 심리적 영향
빛나는 것을 모아 너에게 줄게,따뜻한 위로의 그림  ,소중한 순간의 기록  ,감정과 응원의 메시지  ,일상 속의 행복 찾기  ,'명민호'의 특별한 선물
"내 인생, 압축 성장의 기술",압축 성장의 방법론,스타트업의 문법 적용,결핍을 동력으로 전환,개인 성장 사이클 구축,대기업과 스타트업 경험 공유
"노인이 살아야, 나라가 산다",노인 자기관리와 건강한 삶,'슈퍼 노인'의 지혜와 열정,걷기와 공부를 통한 삶의 지혜,'천만 노인 시대'의 고민과 선택,국민건강보험료 문제 해결 방안
마그리트의 껍질,잃어버린 기억의 퍼즐 맞추기  ,정신과 의사와의 상담  ,미스터리한 여성과의 관계  ,과거를 추적하는 스릴러  ,인간의 폭력성과 안전한 사회
정치를 디자인하다,정치적 맥락의 디자인 탐구  ,시각문화와 디자인의 상관관계  ,디자이너의 정치적 자유와 무력감  ,문화적 이데올로기와 디자인 작업  ,시각자료의 정치적 올바름과 창의성
더 울프 오브 월스트리트,'조던 벨포트'의 자수성가 이야기  ,월스트리트에서의 부와 성공의 추구  ,물질적 욕망과 인간의 한계  ,부자가 되는 법과 사는 법  ,영화 원작으로서의 실화 기반 스토리  
데이터로 말한다! 퍼포먼스 마케팅,퍼포먼스 마케팅 실전 노하우  ,데이터 기반 광고 전략  ,미디어커머스 비즈니스 변화  ,디지털 마케팅 트렌드 분석  ,고객 관리 및 CRM 마케팅
부의 삼각형,경제적 자유를 위한 투자 전략  ,"부의 삼각형: 부동산, 미국 주식, 국내 주식  ",최소 리스크로 최대 수익 실현  ,현실적인 투자 방법과 사례  ,투자자의 마인드셋과 행동 가이드  
영감의 말들,창작자들의 영감의 원리,일상 속에서 영감을 끌어내기,다양한 분야의 창작 작업,자신만의 창작 습관 개발,창작에 대한 솔직한 고백
온화한 불복종자,원칙적인 불복종의 필요성  ,사회적 가치를 창출하는 반대 의견  ,감정적 저항을 줄이는 소통 전략  ,고유한 성향과 역사에 따른 변화  ,대담한 반대 의견 수용과 진화
찰리 멍거 바이블,찰리 멍거의 투자 철학  ,오판의 심리학과 그 극복 방법  ,다학제적 접근의 중요성  ,능력범위와 집중 투자 전략  ,버핏과의 협력 및 투자 성공 사례  
"팬시, 취향을 삽니다",MZ세대의 프리미엄 소비 트렌드,소비 행태 분석 및 변화,고급화와 가치 중심 소비,욕망과 판타지의 연결,미코노미와 소비 문화의 진화
한눈에 보는 실전 재무제표,실전 재무제표 읽기  ,가상의 회사 'AppleSeed' 운영  ,손익계산서-현금흐름표-재무상태표 상호작용  ,회계 지식 기초 입문서  ,주식 투자자에게 유용한 재무 분석법
백전백승 웹소설 스토리 디자인,웹소설 작가의 체계적인 창작 방법론  ,‘스토리 디자인’ 기반의 작업 생산성 향상  ,리스크 최소화를 위한 전략  ,캐릭터 및 관계성 설정 기법  ,지속 가능한 창작을 위한 계약 노하우
북마녀의 시크릿 단어 사전,웹소설 작가를 위한 단어 학습  ,필력 증진을 위한 비책  ,상위 1% 프로 작가의 단어 사용법  ,"2,000여 개 필수 단어 수록  ",'북마녀'의 창작 조언과 노하우  
"아무튼, 드럼",드럼 배우기 경험,음악과 독서의 조화,자신과의 거리 유지,새로운 감각의 발견,어른으로서의 성장
자기만의 산책,여성 작가들의 걷기 역사  ,자유를 찾는 여성 산책자들  ,남성 중심의 문학에서의 여성 시각  ,걷기를 통한 자기 탐색과 표현  ,사회적 제약을 넘어서는 여성의 여정  
침묵을 보다,침묵의 힘 경험하기,소음 속 고요 찾기,현대 사회의 침묵 탐구,내면의 정체성 발견하기,예술과 철학에서의 침묵
커뮤니티는 어떻게 브랜드의 무기가 되는가,브랜드 충성도 구축 전략  ,소비자와의 직접 소통 플랫폼  ,성공적인 커뮤니티의 특징  ,디지털 마케팅 환경 변화  ,자발적 참여를 이끄는 커뮤니티 디자인
나는 단단하게 살기로 했다,성과 강박의 극복 방법,지속 가능한 성장과 행복 추구,내면의 힘과 자신감 기르기,영웅적 개인주의의 비판,운동을 통한 유대와 정서 조절
뉴그레이,시니어의 개성과 취향  ,고령화 사회의 소비 시장 변화  ,새로운 시니어의 욕망 탐구  ,세대 간 관계 형성  ,시니어 라이프스타일과 성장
대한민국 금리와 환율의 미래,금리와 환율의 변동성,글로벌 경제위기 예측,자산가격에 미치는 영향,경제순환사이클 이해,주요 통화별 전망 분석
실무에 바로 쓰는 일잘러의 엑셀 데이터 분석,엑셀을 활용한 데이터 분석,기초 통계 지식 습득,공공데이터 및 데이터 크롤링,비전공자를 위한 데이터 리터러시,신뢰성 있는 보고서 작성
업무와 일상을 정리하는 새로운 방법 노션(Notion),노션을 활용한 생산성 향상,협업 도구로서의 노션 기능,초보자를 위한 노션 시작 가이드,팀스페이스 기능 및 데이터베이스 활용,일상 정리를 위한 새로운 방법
여섯 번째 대멸종,인류세와 생태계 변화  ,인간의 멸종 책임  ,양서류 멸종 위기  ,대멸종의 역사적 사례  ,지구 환경 변화의 영향
인생을 바꾸는 관계의 힘,인간관계 유형 분석,관계의 힘 활용법,성공적인 사회적 연결,친밀감 형성 전략,직장에서의 인간관계 개선
개발자 상식,개발자 기본 지식 이해,기술 스택 선택 가이드,프로그래밍 언어의 중요성,클라우드 기술 동향,협업을 위한 용어 정리
김정은과 바이든의 핵시계,'김정은'의 건강과 권력 안정성  ,한반도 평화통일 전략과 국제관계  ,'바이든' 시대의 대북 정책 변화  ,북한 체제와 비핵화 논의  ,탈북민과 대한민국의 통일 가능성
아직 이 죽음을 어떻게 다뤄야 할지 모릅니다,자살 유가족의 애도 일지  ,가족 간의 슬픔과 고통  ,사회적 편견과 고립된 경험  ,개인의 치유와 사회적 공감  ,자살 생존자의 심리적 고위험군
"SF, 시대정신이 되다",SF의 시대정신 탐구  ,상상력의 무한한 가능성  ,시간과 공간에 대한 새로운 시각  ,사변 소설의 필요성과 가치  ,다양한 배경을 가진 작가들의 작품 소개  
눈물에는 체력이 녹아있어,기록 노동자의 고백,비정규직 여성의 현실,사회적 불평등과 빈곤,유머를 통한 저항,'유리'의 삶과 글쓰기
바이마르 문화,'바이마르공화국'의 문화적 혁신  ,1차대전 이후 정치와 도덕의 타락  ,외부자들의 내부 진입  ,"문학, 음악, 미술의 실험정신  ",현대 서구 문화에 대한 영향
신유물론 입문,신유물론의 새로운 물질성  ,물질의 능동성과 행위성  ,기후 변화와 포스트휴머니즘  ,현대 철학자들의 비교 분석  ,인문학과 과학의 통합적 사유
어른의 한자력,삶의 통찰과 한자,직장 생활과 인생 해답,하루 한 페이지 한자 필사,어른을 위한 자기계발,한자를 통한 감정의 치유
우리가 원하는 대로 살 수 있다면,인간 행동의 동기 이해하기  ,관계와 지위의 중요성  ,심리학적 도구를 통한 자기 이해  ,정보 탐색과 SNS 사용 조절  ,행복한 삶을 위한 행동 지침
워드슬럿,젠더 부조리의 언어적 분석  ,여성 언어의 권력과 조롱  ,사회언어학과 젠더 편향  ,비속어와 은어의 젠더화  ,페미니스트 언어 회복의 필요성  
자기결정의 원칙,자기 결정의 원칙  ,삶의 주체성  ,행복한 선택과 결정  ,일상과 직업의 선택  ,경영컨설팅의 통찰  
조국의 법고전 산책,법고전의 현대적 의미,한국 사회의 법과 정의,자유와 평등의 철학,소수자 보호와 저항권,시민불복종의 역사적 맥락
중동전쟁,'이스라엘'과 '아랍연합'의 전쟁 승패 요인,정치적 혼란과 전쟁의 영향,종교적 근본주의와 냉전 질서,내부 갈등과 사회적 전쟁,중동전쟁의 역사적 맥락과 교훈
천 원을 경영하라,'천 원 경영'의 성공 비결  ,'다이소'의 지속적 성장 과정  ,'기본'에 집중한 경영 철학  ,고객과의 관계 구축 및 상품 기획  ,'본질경영'을 통한 가격과 품질 조화
다시 팔리는 것들의 비밀,브랜드 회생 전략,R.E.D. 마케팅 시스템,소비자 반응 분석,매출 성장 비결,마케팅 통념 혁신
매일 하면 좋은 생각,긍정적인 생각 습관,불안과 걱정 다루기,내면의 평화 찾기,자기 이해와 감정 돌보기,좋은 대화와 관계 회복
가족이지만 타인입니다,감정적 결핍의 대물림,내면아이와의 화해,적절한 거리 유지하기,가족과의 관계 회복,어린 시절의 상처 탐구
나만의 게임을 만들어라,아디다스 브랜드 디렉터의 자기 설계 기술  ,정시 퇴근을 통한 삶의 주도권  ,멘토링과 리버스 멘토링의 중요성  ,글로벌 감각과 어학 실력을 갖춘 도전  ,변화에 대응하는 자기 성찰과 루틴
말의 트렌드,MZ세대의 언어 습관 분석  ,유행어와 신조어의 변화 추적  ,소셜 빅데이터를 통한 언어 감각  ,현대 사회의 말의 트렌드  ,새로운 시대의 소통 방식
부자들의 인간관계,'부자'의 인간관계 원칙  ,가까이 해야 할 사람과 피해야 할 사람  ,상위 1%의 사회적 네트워크  ,스트레스 없는 인간관계 만들기  ,부의 운명을 바꾸는 만남
열한 번의 계절을 지나,'사랑하는 사람을 위한 희생','시간여행과 첫사랑의 재회','청춘 성장 이야기와 감정 탐구','운명을 바꾸려는 고뇌','잃어버린 과거를 되찾기'
인생의 역사,인생과 시의 관계,고통과 사랑의 면,죽음의 질문과 삶,역사 속 개인의 경험,시를 통한 인생의 탐구
키위엔 영어회화 하루 5분의 기적,영어 회화 능력 향상,문장 구조 이해하기,자유로운 표현 기술,스피킹과 리스닝 훈련,하루 5분 학습법
한경무크 2023 산업대전망,2023년 글로벌 경제 전망,혼돈기 속 산업 트렌드,기술과 스타 기업 분석,복합 위기와 시장 영향,한국 산업 동향 및 투자 전략
사람의 마음을 움직이는 47가지 심리학 법칙,인간관계에서의 심리학 활용,21세기 필수 심리학 이론,행동심리학과 조직심리학,일상생활에서의 심리학 적용,심리학 법칙과 사례 설명
과학이 사랑에 대해 말해줄 수 있는 모든 것,사랑의 생물학적·심리학적·인류학적 탐구  ,다양한 형태의 사랑의 스펙트럼  ,인간과 반려동물 간의 사랑  ,친구 관계의 중요성과 선택 기준  ,개인의 사랑 경험에 대한 인터뷰와 사례  
나는 낭만이라 한다,우울증 극복의 여정  ,자살 시도와 생존의 갈림길  ,삶에 대한 새로운 애정  ,새로운 취미와 사회적 관계  ,고통을 통한 치유와 성장  
냥도리의 그림 수업,그림 그리기 입문서,호기심 많은 길고양이 '냥도리',그림의 원리와 관찰 방법,그림과 친해지기 위한 과정,소통의 방법으로서의 미술
리빙스턴 씨의 달빛서점,'달빛서점'에서의 꿈과 성장,책과 서점이 구원하는 이야기,문학을 통한 인물들의 관계,런던 템플지구의 매력,'리빙스턴 씨'의 유머러스한 삶
물러서지 않는 힘,성공을 향한 독한 충고,청년의 도전과 끈기,절망을 연료로 삼기,'이성우'의 경험과 멘토링,어려운 환경 속에서의 성장
벤저민 그레이엄 자서전,벤저민 그레이엄의 투자 철학,가치투자의 원칙과 전략,경제 대공황과 투자 실패 극복,금융 시장에서의 리스크 관리,인문학적 배경과 경제학자로서의 활동
벤저민 그레이엄의 13가지 부자 수업,'벤저민 그레이엄'의 투자 철학  ,경제 대폭락에서 살아남는 법  ,가치투자와 안전마진의 중요성  ,주식 시장의 미래 전망  ,불확실한 경제 환경에서의 부 축적 방법  
소음과 투자,'소음 필터링' 기법 활용,투자 정보의 질적 분석,'이익예상 라이프사이클' 이해,장기 투자 전략 수립,위험수용도 진단 방법
스케일의 법칙,성공적인 규모 확장 전략,아이디어의 성장 잠재력 발견,규모 확장을 가로막는 5가지 시그널,행동경제학적 접근법,실험을 통한 비즈니스 성공 분석
에듀테크 트렌드: 메타버스 편,교육용 메타버스 구축 전략,메타버스 세계관 설계 및 스토리텔링,에듀테크 최신 트렌드 분석,플랫폼 통합 및 활용 방법,메타버스 행사 운영 노하우
원청,'원청' 도시 탐험,청나라에서 중화민국으로의 전환기,평범한 인간의 삶과 운명,전쟁과 재난 속 가족 보호,개인의 선택과 공동체의 연대
이상하게 살아도 안 이상해지던데?,'이상한 인간'의 삶의 태도  ,비혼주의와 1인 가구  ,취미와 배움의 철학  ,현대 사회의 외로움과 공동체  ,자아 탐구와 냉정한 성찰  
코딩책과 함께 보는 인공지능 개념 사전,인공지능 개념 이해하기  ,최소한의 수학과 최대한의 그림  ,딥러닝 코딩 실습 경험하기  ,인공지능 교육의 중요성  ,'텐서플로우'를 통한 입문 학습
테스터,'마오'와 '하라'의 정체성 탐구  ,디스토피아적 과학과 윤리 문제  ,두 소년의 빈부 격차와 생사의 갈림길  ,멸종된 생물 복원과 바이러스의 위험  ,문명과 과학기술에 대한 인간의 책임
폴리매스는 타고나는가,다양한 재능과 지식의 융합  ,폴리매스 정신과 자기 주도 학습  ,전문성과 다재다능함의 발전 과정  ,창조적 탐구와 문제 해결 능력  ,역사적 인물들의 성공적인 경험 공유
Go 마스터하기,Go 언어의 설계 철학과 내부 원리,Go 언어에서의 동시성 모델,시스템 및 네트워킹 프로그래밍 방법,Go 언어의 데이터 타입과 자료 구조 활용법,초급 및 중급 개발자를 위한 Go 언어 학습
가장 인간적인 미래,인간과 AI의 새로운 공존,AI 기술의 윤리적 문제,디지털 격차와 사회적 불평등,학문의 경계를 넘는 통합적 접근법,팬데믹 이후의 인공지능 시대
극한 갈등,'고도 갈등'의 사회적 영향,갈등 해결을 위한 실천적 방안,개인적 및 사회적 갈등 사례,'건전한 갈등'과 '고도 갈등' 구분,상대방 이해의 중요성
나의 레즈비언 여자 친구에게,여성들의 위기 극복 이야기  ,레즈비언 커플의 생활 투쟁기  ,퀴어 정체성 발견 과정  ,서로를 의지하는 친구들  ,새로운 세상으로 나아가는 사랑의 연대
"나의 비타, 나의 버지니아",버지니아 울프와 비타 색빌웨스트의 편지  ,20년간의 사랑과 우정  ,모더니즘과 페미니즘의 교차점  ,'올랜도' 창작 배경  ,문학사에 미친 영향
"상대를 움직이는 말, 나를 바꾸는 생각",말로 표현하는 힘,인생을 변화시키는 언어 사용법,다른 사람을 움직이는 능력,자신만의 언어로 생각 표현하기,인간관계 개선 기술
세 형제의 숲,'세 형제'의 과거와 치유,가족의 상처와 화해,스웨덴 자연 속의 고독,유년 시절의 트라우마 극복,시간의 흐름과 기억의 재구성
"스피노자, 욕망의 기하학",'스피노자'의 존재론적 욕망  ,'신 즉 자연'의 철학적 개념  ,욕망의 기하학적 구조  ,미신과 이성의 대립  ,욕망 완성의 여정
왜 이대남은 동네북이 되었나,청년남성의 사회적 저항 서사,극우 포퓰리즘과 성별 갈등,공정세대의 정의 재구성,혐오주의와 그로 인한 분노,기성세대에 대한 반성과 이해
인플레이션 게임,고물가 및 금리 인상 대응 전략  ,유동성과 자산 가치 상승의 관계  ,중앙은행의 통화 정책과 경제적 영향  ,인플레이션 시대의 투자 준비와 조건  ,코로나19 팬데믹과 글로벌 경제의 변화
자본의 미스터리,'자본주의'와 '비서구 사회'의 발전 장애,'소유권'과 '재산권'의 중요성,'블록체인 기술'을 통한 경제 혁신,'죽은 재산'의 활용과 가치 창출,제3세계의 빈곤층 해방 전략
조선사이보그전,'조선 시대'의 로봇 의료인,전쟁과 구출 작전,언어 연구를 위한 인공지능,가족 관계와 인간 상호작용,'임진왜란' 배경의 모험
지구가 평평하다고 믿는 사람과 즐겁고 생산적인 대화를 나누는 법,'평평한 지구론자'와의 대화 실험  ,기후변화 부정론자의 심리 분석  ,GMO 반대자들과의 심층 토론  ,과학적 사실과 신뢰 구축  ,정치적 이념과 과학 부정론의 관계  
최고의 팀은 무엇이 다른가,팀 문화의 중요성  ,협업의 긴밀함이 성과로 이어짐  ,"'소속감', '취약성', '방향성'의 문화 코드  ",비범한 팀워크와 케미스트리  ,조직 변화와 효율적인 협업 방법  
출근했더니 스크럼 마스터가 된 건에 관하여,애자일 소프트웨어 개발 방법  ,스크럼 마스터와 팀원 간의 협업  ,IT 회사에서의 스크럼 활용법  ,입문자를 위한 스크럼 가이드  ,'SCRUM BOOT CAMP'의 경험과 사례  
크리스마스 인터내셔널,'외계인 연구'  ,'아이돌 출신 자몽 연구가 나영'  ,'광화문 광장 불시착'  ,'군인과의 대립'  ,'냉소적이지만 온기 있는 시선'
향연,죽음을 선택할 권리,삶과 죽음의 이분법,현실과 가상세계의 결합,SF소설의 새로운 차원,재생인간의 이야기
활란,40대 여성의 삶,과거와 현재의 대조,다양한 세대의 이야기,전통적 가치관의 내면화,사회적 기대와 개인적 갈등
게르버,권위주의 학교 비판,학생의 자유 의지 억압,"진리와 정의, 사랑의 토대",학업 스트레스와 경쟁,프라하 유대인 가정 출신 작가
기억의 기록으로 쓰는 구술사,구술사의 의미와 특성 탐구  ,개인의 삶과 공동체의 기억  ,면담 전략 및 기술  ,국내외 구술 자료 수집 기관  ,디지털 기술과 구술사 한계
